identifier,datestamp,setSpec,@xmlns:dc,@xmlns:oai_dc,@xmlns:xsi,@xsi:schemaLocation,dc:identifier,dc:title,dc:creator,dc:publisher,dc:date,dc:format,dc:language,dc:relation,dc:type,dc:source,dc:rights,dc:description,provenance,sdewey,dewey,source,typedoc,nqamoyen,mode_indexation,title,date,first_indexation_date,streamable
oai:bnf.fr:gallica/ark:/12148/bpt6k8630616t,2018-04-26,"['gallica:theme:8:80', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k8630616t,"L'Arme invisible, ou le Secret des Habits-noirs, par Paul Féval","Féval, Paul (1816-1887). Auteur du texte",E. Dentu (Paris),1873,"['In-18, 372 p.', 'Nombre total de vues :  396']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30433245x,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-35022",domaine public,"['Contient une table des matières', 'Avec mode texte']",bnf.fr,80,8,"Bibliothèque nationale de France, département Littérature et art, Y2-35022",monographie,99.94,text,"L'Arme invisible, ou le Secret des Habits-noirs, par Paul Féval",1873,22/05/2016,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5687583t,2020-03-13,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5687583t,Le comte de Monte-Cristo. 8 / par Alexandre Dumas,"Dumas, Alexandre (1802-1870). Auteur du texte",(Paris),1845,"['12 vol. ; in-8', 'application/epub+zip 3.0 accessible', 'Format adaptable de type XML DTBook, 2005-3']","['fre', 'français']","[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30372832n"", 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb119526826', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30372832n']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-29897",domaine public,"['[Le comte de Monte-Cristo (français)]', 'Appartient à l’ensemble documentaire : UnivJeun0', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Y2-29897",monographie,99.98,text,Le comte de Monte-Cristo. 8 / par Alexandre Dumas,1845,17/08/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k55314422,2018-04-26,"['gallica:theme:8:80', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k55314422,La Comédie académique. 3e édition / Champfleury,Champfleury (1821-1889). Auteur du texte,Charpentier (Paris),1875,"['In-18, 358 p.', 'Nombre total de vues :  380']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb302187672,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-22155",domaine public,Avec mode texte,bnf.fr,80,8,"Bibliothèque nationale de France, département Littérature et art, Y2-22155",monographie,99.98,text,La Comédie académique. 3e édition / Champfleury,1875,18/05/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5475468d,2018-04-26,"['gallica:theme:1:19', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5475468d,"Philosophie du coeur ([Nouvelle édition]) / Léonie Dusseuil ; précédée d'une préface de François Coppée,...","Dusseuil, Léonie. Auteur du texte",Téqui (Paris),1901,"['1 vol. (292 p.) ; in-16', 'Nombre total de vues :  303']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb303886782,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-R-17383",domaine public,"['Contient une table des matières', 'Avec mode texte']",bnf.fr,19,1,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-R-17383",monographie,95.85,text,"Philosophie du coeur ([Nouvelle édition]) / Léonie Dusseuil ; précédée d'une préface de François Coppée,...",1901,25/05/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k6434062b,2020-06-12,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k6434062b,"Pas-de-chance. 1, Mémoires de deux saltimbanques / Ponson Du Terrail","Ponson du Terrail, Pierre Alexis (1829-1871). Auteur du texte",(Paris),1866,"['1 vol. (424 p.) : couv. ill. en coul. ; in-16', 'Nombre total de vues :  448', 'application/epub+zip 3.0 accessible', 'Format adaptable de type XML DTBook, 2005-3']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb311345328,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-59962",domaine public,Avec mode texte,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Y2-59962",monographie,99.96,text,"Pas-de-chance. 1, Mémoires de deux saltimbanques / Ponson Du Terrail",1866,17/12/2012,false
oai:bnf.fr:gallica/ark:/12148/bpt6k6511998t,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k6511998t,"Contes et scènes de la vie de famille, dédiés aux enfants, par Mme Desbordes-Valmore...","Desbordes-Valmore, Marceline (1786-1859). Auteur du texte",Garnier (Paris),18..,"['362-382 p. ; in-8', 'Nombre total de vues :  774']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb43530152w,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Ville de Paris / Fonds Heure joyeuse, 2013-37533",domaine public,"['Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,"Ville de Paris / Fonds Heure joyeuse, 2013-37533",monographie,99.93,text,"Contes et scènes de la vie de famille, dédiés aux enfants, par Mme Desbordes-Valmore...",18..,04/04/2013,false
oai:bnf.fr:gallica/ark:/12148/bpt6k64050q,2019-07-19,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k64050q,Le lieutenant Bonnet / par Hector Malot,"Malot, Hector (1830-1907). Auteur du texte",(Paris),1895,"['1 vol. (390 p.) ; in-18', 'Nombre total de vues :  399']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30868633j,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-17371",domaine public,,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-17371",monographie,93.69,text,Le lieutenant Bonnet / par Hector Malot,1895,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k61575637,2021-02-05,"['gallica:theme:9:91', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k61575637,Voyages excentriques. Le docteur Mystère / Paul d'Ivoi,"Ivoi, Paul d' (1856-1915). Auteur du texte",(Paris),1900,"['Gr. in-8° , 454 p., fig. et pl. de L. Bombled', 'Nombre total de vues :  490']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30317177n,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, 4-Y2-5707",domaine public,"['Appartient à l’ensemble documentaire : UnivJeun0', 'Contient une table des matières', 'Avec mode texte']",bnf.fr,91,9,"Bibliothèque nationale de France, département Littérature et art, 4-Y2-5707",monographie,97.52,text,Voyages excentriques. Le docteur Mystère / Paul d'Ivoi,1900,14/02/2011,false
oai:bnf.fr:gallica/ark:/12148/bpt6k97653564,2018-04-26,"['gallica:theme:9:90', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k97653564,Histoire du Moyen-Age / [par Leconte de Lisle],"Leconte de Lisle, Charles-Marie (1818-1894). Auteur du texte",A. Lemerre (Paris),1876,"['1 vol. (386 p.) ; in-12', 'Nombre total de vues :  412']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30768108s,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-G-69",domaine public,"['Contient une table des matières', 'Avec mode texte']",bnf.fr,90,9,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-G-69",monographie,98.6,text,Histoire du Moyen-Age / [par Leconte de Lisle],1876,15/02/2017,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5439145h,2018-04-26,"['gallica:theme:8:80', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5439145h,"Consolation, par Ernest Feydeau","Feydeau, Ernest (1821-1873). Auteur du texte",Amyot (Paris),1872,"['In-18, 205 p. et portr.', 'Nombre total de vues :  220']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30433728q,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LB57-60",domaine public,Avec mode texte,bnf.fr,80,8,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LB57-60",monographie,99.98,text,"Consolation, par Ernest Feydeau",1872,08/06/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k3065045c,2019-10-02,"['gallica:theme:6:61', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k3065045c,"Essai sur la répartition du paludisme en Algérie : d'après les documents fournis par les médecins de colonisation, les médecins militaires et les médecins communaux / réunis et publiés par L. Moreau et H. Soulié,...","['Moreau, Louis Jean Baptiste. Auteur du texte', 'Soulié, Henri (18..-1931). Auteur du texte']",(Alger),1904,"['1 vol. (CIII-385 p.) : fig. et carte ; in-8', 'Nombre total de vues :  502']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb313886577,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]",Bibliothèque nationale de France,domaine public,Avec mode texte,bnf.fr,61,6,Bibliothèque nationale de France,monographie,88.2,text,"Essai sur la répartition du paludisme en Algérie : d'après les documents fournis par les médecins de colonisation, les médecins militaires et les médecins communaux / réunis et publiés par L. Moreau et H. Soulié,...",1904,21/07/2019,false
oai:bnf.fr:gallica/ark:/12148/bpt6k70550b,2022-11-25,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k70550b,"Les Chants de Maldoror par le comte de Lautréamont (Chants I, II, III, IV, V, VI)",Lautréamont (1846-1870). Auteur du texte,en vente chez tous les libraires (Paris et Bruxelles),1874,"['1 vol. (332-[1] p.) : couverture imprimée ; 19 cm', 'Nombre total de vues :  338']",fre,"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb35285260p"", 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb119481555', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb35285260p']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, Rés. p-Ye-1970",domaine public,"['[Les chants de Maldoror]', 'Appartient à l’ensemble documentaire : GTextes1', 'Contient une table des matières']",bnf.fr,84,8,"Bibliothèque nationale de France, Rés. p-Ye-1970",monographie,0.0,,"Les Chants de Maldoror par le comte de Lautréamont (Chants I, II, III, IV, V, VI)",1874,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k690053,2022-06-22,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k690053,André Cornélis / Paul Bourget,"Bourget, Paul (1852-1935). Auteur du texte",A. Lemerre (Paris),1887,"['VIII-348 p. ; in-16', 'Nombre total de vues :  358']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30146511v,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-40014",domaine public,Appartient à l’ensemble documentaire : GTextes1,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-40014",monographie,97.75,text,André Cornélis / Paul Bourget,1887,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k6122088z,2022-12-02,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k6122088z,"Oeuvres complètes de M. le vicomte de Chateaubriand,.... Tome 27","Chateaubriand, François-René de (1768-1848). Auteur du texte",Ladvocat (Paris),1826-1831,28 vol. ; in-8,fre,"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30227534h"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30227534h']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, Z-30575",domaine public,Appartient à l’ensemble documentaire : GTextes1,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Z-30575",monographie,99.98,text,"Oeuvres complètes de M. le vicomte de Chateaubriand,.... Tome 27",1826-1831,23/08/2010,false
oai:bnf.fr:gallica/ark:/12148/bpt6k57102279,2021-02-05,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k57102279,La famille Jouffroy / Eugène Süe,"Sue, Eugène (1804-1857). Auteur du texte",(Paris),18..,"['1 vol. (629 p.) : ill., couv. ill. ; gr. in-8', 'Nombre total de vues :  644']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31418794f,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, 4-Y2-1384",domaine public,"['Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 4-Y2-1384",monographie,94.07,text,La famille Jouffroy / Eugène Süe,18..,31/08/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5449456m,2019-07-20,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5449456m,Affaire Clémenceau : mémoire de l'accusé (5e édition) / par Alexandre Dumas fils,"Dumas, Alexandre (1824-1895). Auteur du texte",(Paris),1866,"['1 vol. (353 p.) : portr. de Dumas fils ; in-8', 'Nombre total de vues :  372']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb42420308f,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-31138",domaine public,Avec mode texte,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Y2-31138",monographie,99.98,text,Affaire Clémenceau : mémoire de l'accusé (5e édition) / par Alexandre Dumas fils,1866,21/10/2008,false
oai:bnf.fr:gallica/ark:/12148/bpt6k6138583r,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k6138583r,L'affaire Lerouge (2e édition) / par Emile Gaboriau,"Gaboriau, Émile (1832-1873). Auteur du texte",E. Dentu (Paris),1867,"['1 vol. (583 p.) ; in-18', 'Nombre total de vues :  594', 'application/epub+zip']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb43785715x,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-37651",domaine public,Avec mode texte,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Y2-37651",monographie,99.98,text,L'affaire Lerouge (2e édition) / par Emile Gaboriau,1867,30/09/2010,false
oai:bnf.fr:gallica/ark:/12148/bpt6k963661,2019-07-19,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k963661,Par mer et par terre. Le bâtard / par Gustave Aimard,"Aimard, Gustave (1818-1883). Auteur du texte",(Paris),1879,"2 vol. (364, 384 p.) ; in-18","['fre', 'français']","[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30006221b"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30006221b']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-3083 (2)",domaine public,Appartient à l’ensemble documentaire : UnivJeun0,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-3083 (2)",monographie,96.01,text,Par mer et par terre. Le bâtard / par Gustave Aimard,1879,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k9799497g,2018-04-26,"['gallica:theme:6:61', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k9799497g,Névrites puerpérales (grossesse et puerpérium),"Bayle, Louis-Pierre. Auteur du texte",,1896,"['In-8 °', 'Nombre total de vues :  168']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb368527977,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque de l'Université Claude Bernard Lyon 1, 2017-185626",domaine public,"['Contient une table des matières', 'Avec mode texte']",bnf.fr,61,6,"Bibliothèque de l'Université Claude Bernard Lyon 1, 2017-185626",monographie,99.42,text,Névrites puerpérales (grossesse et puerpérium),1896,19/09/2017,false
oai:bnf.fr:gallica/ark:/12148/bpt6k11846836,2020-06-19,gallica:typedoc:monographies,http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k11846836,"La dame qui a perdu son peintre ; suivi de La seconde mort de Broggi Mezzastris ; suivi de Une nuit de Noël sous la Terreur / par Paul Bourget, de l'Académie française","Bourget, Paul (1852-1935). Auteur du texte",(Paris),1934,"['1 vol. (251 p.) ; In-16', 'Nombre total de vues :  252']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31856972q,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-73815 (167)",domaine public,"['Collection : Bibliothèque reliée Plon ; 167', 'Collection : Bibliothèque reliée Plon ; 167', 'Avec mode texte']",bnf.fr,,,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-73815 (167)",monographie,88.89,text,"La dame qui a perdu son peintre ; suivi de La seconde mort de Broggi Mezzastris ; suivi de Une nuit de Noël sous la Terreur / par Paul Bourget, de l'Académie française",1934,13/01/2019,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5586734g,2021-01-15,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5586734g,Miss Mousqueterr : voyages excentriques / Paul d'Ivoi ; ouvrage illustré... d'après les dessins de Louis Bombled,"Ivoi, Paul d' (1856-1915). Auteur du texte",(Paris),1908,"['1 vol. (476 p.) : ill., pl. ; gr. in-4', 'Nombre total de vues :  509']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb303171827,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, FOL-Y2-270",domaine public,"['Appartient à l’ensemble documentaire : UnivJeun0', 'Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, FOL-Y2-270",monographie,97.42,text,Miss Mousqueterr : voyages excentriques / Paul d'Ivoi ; ouvrage illustré... d'après les dessins de Louis Bombled,1908,03/08/2009,false
