Unnamed: 0;Frequenz (-1 = copycat);GUID;SatzID;Pre;Match;Post;figurativ (f) ou concret (c);Dateiname;dc:title;dc:creator;dc:publisher;dc:date;dewey;sdewey;typedoc;datestamp;@xmlns:dc;@xmlns:oai_dc;@xmlns:xsi;@xsi:schemaLocation;dc:identifier;dc:format;dc:language;dc:relation;dc:type;dc:source;dc:rights;dc:description;provenance;source;nqamoyen;mode_indexation;first_indexation_date;ark
14;1;4aba8670e2464399b447dcd2ee718dc6;519;. '' Sa campagne de quatreà cinq moisn'' eut pas seulement pour objet de;paralyser;le gouvernement anglais par la Non-acceptation, maisd'' organiser une Inde nouvelle, capable de se suffireà elle-même et de se créer, matériellement et moralement une activité indépendante. Le premier point était de lui assurer l '' indépendance écono- 1 .;f;Rolland_Mahatma Gandhi (Edition nouvelle revue,;Mahatma Gandhi (Edition nouvelle revue, corrigée et augmentée) ;Rolland, Romain (1866-1944);(Paris);1926;90;950;monographie;2019-08-23 00:00:00;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;https://gallica.bnf.fr/ark:/12148/bpt6k934525s;"['1 vol. (208 p.) ; in-16', 'Nombre total de vues : 226']";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31238638r;[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-O2K-1743;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];Avec mode texte;bnf.fr;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-O2K-1743;87230;text;2015-10-05 00:00:00;ark__12148_bpt6k934525s
6;1;5ad7c970faf84cb5ba53d9e4b3ccda52;521;Oh ! Français, il semblait que beau- coupd'' entre vous se trouvassent;paralysés;par la crainte de manquer, par tropd'' emportement,à la décence, aux convenances, aux égards dûs. .;f;Bernanos_Le chemin de la Croix;Le chemin de la Croix des-Ames (articles de guerre) : 1943-1944. 4e volume ;Bernanos, Georges (1888-1948);(Rio de Janeiro);1945;80;800;monographie;2020-04-15 00:00:00;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;https://gallica.bnf.fr/ark:/12148/bpt6k8859060;"['1 vol. (154 p.) ; in-16', 'Nombre total de vues : 170']";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31800829t;[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 16-G-430 (6);[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];Avec mode texte;bnf.fr;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 16-G-430 (6);89020;text;2018-12-30 00:00:00;ark__12148_bpt6k8859060
4;1;1f32f5efb4c2483ca52a4b738456bb64;529;Il ne faudrait pourtant pas que la médiocrité des protagonistes fit illusion sur le sens même du drame , empêchât d '' en comprendre la leçon . La médiocrité quia eu raison de mon paysn''a pas épuisé sur lui son venin, ce venin circule encore dans les veines den'' importe quelle nation, elle peut atteindre brusquement son éoeur et son cerveau, causer la même;paralysie;48 foudroyante. En ce qui concerne les Anglais , l '' hypothèse semble absurde .;f;Bernanos_Le chemin de la Croix-des-Ames;Le chemin de la Croix-des-Ames. Volume 2 ;Bernanos, Georges (1888-1948);Atlantica editora (Rio de Janeiro);1943-1944;90;900;monographie;2022-12-02 00:00:00;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;https://gallica.bnf.fr/ark:/12148/bpt6k8859047;"['2 vol. (152, 166 p.) ; 21 cm', 'Nombre total de vues : 182']";fre;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31800834d'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31800834d']'';[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}];Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 16-G-430 (4);[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];Avec mode texte;bnf.fr;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 16-G-430 (4);89050;text;2018-12-30 00:00:00;ark__12148_bpt6k8859047
2;1;45a20e57b39b4fb28cd2c37a4cb96651;543;) . Cette;paralysie;générale, voilà bien ce que Breton entend ne plus tolérer, quand il écrit,à la fin concluante de Nadja: La beauté sera convulsive ou ne sera pas. Beauté convulsive que le surréalisme a cherché dans les zones jusqu'à lui interdites et , auxquelles , certes , il n'aurait pu atteindre , s'il n'était parti du postulat : Le Salut n'est nulle part , ce qui ne signifiait pas que la dam nation fût partout .;c;Crevel_Le clavecin de Diderot ;Le clavecin de Diderot ;Crevel, René (1900-1935);Éd. surréalistes (Paris);1932;80;840;monographie;2022-06-22 00:00:00;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;https://gallica.bnf.fr/ark:/12148/bpt6k9691893g;"['1 vol. (168-[1] p.) ; 19 cm', 'Nombre total de vues : 190', 'application/epub+zip 3.0 accessible', 'Format adaptable de type XML DTBook, 2005-3']";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb377488893;[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}];Bibliothèque nationale de France, département Littérature et art, 8-Z-7851;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];['Contient une table des matières', 'Avec mode texte'];bnf.fr;Bibliothèque nationale de France, département Littérature et art, 8-Z-7851;99740;text;2016-06-13 00:00:00;ark__12148_bpt6k9691893g
9;1;fdc6760d423949d5a104f2fe8b6ab273;575;"Quinze jours , elle demeura , sans perdre la force de souffrir , dans des ténèbres molles et mornes . Tous ses membres lui semblaient morts, mais son esprit veillait; elle se sentait engourdie de";paralysie;sauf un point, qui était son cœur, hyperesthésié d'une impossible passion. Bien qu'elle parût incapable de se lever , avec quel élan de tout le corps ne se fût-elle pas jetée vers l'issue qu'elle eût entrevue !;c;Barrès_Du sang, de la volupté;Du sang, de la volupté et de la mort ;Barrès, Maurice (1862-1923);Arthème Fayard (Paris);1910;80;840;monographie;2022-12-02 00:00:00;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;https://gallica.bnf.fr/ark:/12148/bpt6k9614753b;"['1 vol. (125 p.) : ill., front., pl., couv. ill. en coul. ; 24 cm', 'Nombre total de vues : 130']";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31766388g;[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}];Bibliothèque nationale de France, département Littérature et art, 8-Y2-54485 (81);[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];"['Collection : Modern-Bibliothèque ; 81', 'Collection : Modern-Bibliothèque ; 81', 'Contient une table des matières', 'Avec mode texte']";bnf.fr;Bibliothèque nationale de France, département Littérature et art, 8-Y2-54485 (81);99440;text;2015-11-23 00:00:00;ark__12148_bpt6k9614753b
0;1;4148f37157864cc38be4d08145f23b5d;585;"Philippe donna à Ravachol deux louis . Astiqué en vieux militaire, il sortit avec un infirmier, vers une maisonà soldats; et il promit cinq francsàl'' infirmier pour qu il le posât sur la femme, comme ill'' étendait sur son lit dans la chambre des Fiévreux, et mût vigoureusement,à des commandements militaires, ses reins";paralysés;. Il rentra très ivre , et joua aux dames , à quoi il était très fort , avec un gros aphasique .;f;Jarry_Les jours et les nuits;Les jours et les nuits : roman d'un déserteur ;Jarry, Alfred (1873-1907);''Société du ''''Mercure de France'''' (Paris)'';1897;;;monographie;2021-05-25 00:00:00;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;https://gallica.bnf.fr/ark:/12148/bpt6k9921454;"['1 vol. (279 p.) ; 19 cm', 'Nombre total de vues : 310']";fre;['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb122604662', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30647257f'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}];Bibliothèque nationale de France, département Littérature et art, 8-Y2-50871;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];['[Les jours et les nuits (français)]', 'Avec mode texte'];bnf.fr;Bibliothèque nationale de France, département Littérature et art, 8-Y2-50871;87640;text;2017-05-22 00:00:00;ark__12148_bpt6k9921454
23;1;25878b9497ce4a8f90aaf54d72355975;602;Je poussai une interjection sourde . Mais aussitôt je me sentis empoigné par derrière, étranglé,;paralysé;, précipité sur le sol. .;f;Barbusse_L'étrangère ;L'étrangère ;Barbusse, Henri (1873-1935);(Paris);1921;80;840;monographie;2019-07-20 00:00:00;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;https://gallica.bnf.fr/ark:/12148/bpt6k113313n;"['1 vol. (61 p.) : couv. ill. ; 17 cm', 'Nombre total de vues : 66']";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb35217028p;[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];Bibliothèque nationale de France, département Littérature et art, 16-Y2-41344;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];"''[''''Collection : Une heure d'oubli ; 90'''', ''''Collection : Une heure d'oubli ; 90'''']''";bnf.fr;Bibliothèque nationale de France, département Littérature et art, 16-Y2-41344;70910;text;2007-10-15 00:00:00;ark__12148_bpt6k113313n
10;1;25054451e1f84163b0858528070400f9;620;Immobile , alangui , il aime comme Dieu peut aimer , quand il lui est donné de suivre par un trou soudain ouvert dans les nuages , le jeu de quelques misérables ou ma- gnifiques créatures . Un dieu;paralysé;, impuissant, autres ressemblances peut-être avec le vrai, mais qui se sent comme celui-là plein de pitié et de reconnaissance pour ces êtres fraternels ou filiaux qui veulent bien ce soir souffrir, vivre et mourirà sa place. C'est une heure d'éternité , l'heure théâtrale !;f;Giraudoux_L'impromptu de Paris ;L'impromptu de Paris : pièce en un acte ;Giraudoux, Jean (1882-1944);B. Grasset (Paris);1937;70;790;monographie;2022-06-22 00:00:00;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;https://gallica.bnf.fr/ark:/12148/bpt6k9782127b;"['1 vol. (141 p.) ; 18 cm', 'Nombre total de vues : 160']";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb321699194;[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}];Bibliothèque nationale de France, département Littérature et art, 8-YTH-41499;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];Avec mode texte;bnf.fr;Bibliothèque nationale de France, département Littérature et art, 8-YTH-41499;9980;text;2017-09-19 00:00:00;ark__12148_bpt6k9782127b
19;1;b9bd05a611034a63b7e11825ab1054e0;652;Alors que fit Vanikoro ? Il rit de plus belle, brandit sa massue d'ébène, s'élança hors du groupe;paralysé;d'épouvante, et pendant que la maison parlait,y fit irruption. La maison poussa un cri , puis se tut .;f;Barbusse_L'illusion ;L'illusion ;Barbusse, Henri (1873-1935);(Paris);1919;80;840;monographie;2019-07-20 00:00:00;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;https://gallica.bnf.fr/ark:/12148/bpt6k1133141;"['1 vol. (61 p.) : couv. ill. ; 17 cm', 'Nombre total de vues : 66']";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb35217027b;[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];Bibliothèque nationale de France, département Littérature et art, 16-Y2-41343;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];"''[''''Collection : Une heure d'oubli ; 21'''', ''''Collection : Une heure d'oubli ; 21'''']''";bnf.fr;Bibliothèque nationale de France, département Littérature et art, 16-Y2-41343;88850;text;2007-10-15 00:00:00;ark__12148_bpt6k1133141
4;1;922bdb4f8abc4afcb29f84cfd3e0a86c;671;La bourgeoisie a singé la noblesse avec des moyens plus puissants , que le développement de l'industrie et de la spéculation lui ont donnés : comme dans la fable de Victor Hugo , le singe vêtu de la peau du tigre devint plus féroce Que le fauve dont la dépouille le déguisait . C'est là une preuve de plus de cette vaste vérité tenace qu'on ne saurait trop répéter et qui jette une lueur sur l'énigme sociale: il ne faut jamais considérer une réforme isolément: elle est d'ordinaire;paralysée;"si elle ne fait pas partie d'un tout cohérent,,, si on laisse subsisterà côté d'elle d'autres abus. Cela est indéniable en théorie : les abus procèdent d'un même esprit d'erreur et de mensonge ; il n'y a pas de raison pour que la raison qui a pour but de les dénoncer , s'arrête , admette des limites au delà desquelles elle se tromperait : et , en fait , ce contre-sens amène des années et des siècles de stagnation ou de recul .";f;Barbusse_La lueur dans l'abîme ;La lueur dans l'abîme : ce que veut le groupe Clarté ;Barbusse, Henri (1873-1935);(Paris);1920;30;300;monographie;2019-07-20 00:00:00;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;https://gallica.bnf.fr/ark:/12148/bpt6k113315d;"['1 vol. (153 p.) ; 19 cm', 'Nombre total de vues : 155']";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31761578h;[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-R-46051;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];Avec mode texte;bnf.fr;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-R-46051;16780;;2008-03-12 00:00:00;ark__12148_bpt6k113315d
11;1;ccb3c26f59db4e72bebc6ef44d6968ec;688;Je la suivais dès yeux comme ces enchanteurs des contes de fées qui , de loin , voient tout ce qu'ils désirent par la vertu d'un onguent magique dont ils se graissent la ^paupière . Quand je débarquaiA Paris– douze ans après en avoir filé dans un si intense incognito mon plan était arrêté surgirà ses yeux, la;paralyser;par la brusque révélation de mes millions- puis lui énumérer tous mes effroyables projets de vengeance avant de les réaliser mathématiquement. Ah !;f;Barbusse_Nous autres... ;Nous autres... ;Barbusse, Henri (1873-1935);(Paris);1914;80;840;monographie;2019-07-20 00:00:00;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;https://gallica.bnf.fr/ark:/12148/bpt6k113318j;"['1 vol. (363 p.) ; in-18', 'Nombre total de vues : 371']";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31761582r;[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];Bibliothèque nationale de France, département Littérature et art, 8-Y2-61779;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];['Collection : Bibliothèque charpentier', 'Collection : Bibliothèque charpentier'];bnf.fr;Bibliothèque nationale de France, département Littérature et art, 8-Y2-61779;82170;text;2010-06-15 00:00:00;ark__12148_bpt6k113318j
7;1;38c4148e957947cc9ac1aaa2b04240b2;691;"Béhémoths aux têtes bestiales , aux défenses en nombre divers , pressent leur troupeau ; mais l' on n' entend point cliqueter sur les dalles leurs sabots fendus , car des piqueurs invisibles les tiennent rivés au mur par des laisses et des carcans de cuivre . Des ceps de cuivre";paralysent;"tous leurs membres et des liens de cuivre encore arrêtent sur ses jarrets éperdus le grand cerf qui détale devant eux, le grand cerf aux bois extravagants. Leurs orbites vides nous suivent comme le regard circulaire d' un portrait trop photographique ; le léviathan décharné , '' carcasse '' de Raphaël , se retournerait pour nous mordre ; mais cinq mains de bronze jaillies de terre commes des piliers de cathédrale maintiennent rigide sa longue échine de vaisseau qu' on construit .";f;Jarry_Les Minutes de sable ;Les Minutes de sable : mémorial ;Jarry, Alfred (1873-1907);(Paris);1894;;;monographie;2019-06-07 00:00:00;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;https://gallica.bnf.fr/ark:/12148/btv1b8618381s;"['1 vol. (IX-210-[3] p.-[9] f. de pl.) ; 15 cm', 'Nombre total de vues : 249']";['fre', 'français'];''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb35873187s'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb35873187s']'';[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];Bibliothèque nationale de France, département Réserve des livres rares, RESP-Z-2580;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];['Appartient à l’ensemble documentaire : GTextes1', 'Avec mode texte'];bnf.fr;Bibliothèque nationale de France, département Réserve des livres rares, RESP-Z-2580;99940;text;2011-07-11 00:00:00;ark__12148_btv1b8618381s
6;1;33687073c5064b338d95b9ebabc8e6c7;699;En mars 1835 , Léopold Robert écrivit à ses sœurs : '' Il me semble que je ferais bien d '' entreprendre un voyage , et je ne sais ce qui me retient ici . Je suis comme un;paralytique;", moralement parlant: je ne suis plus capable de prendre par moi-même un parti; il faut donc écouter les autres. Dieu veuille que cette détermination soit avantageuse à tous !";cf;Barrès_Amori et dolori sacrum. La;Amori et dolori sacrum. La mort de Venise ;Barrès, Maurice (1862-1923);(Paris);1902;;;monographie;2019-09-27 00:00:00;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;https://gallica.bnf.fr/ark:/12148/bpt6k940131h;"['313 p. ; in-16', 'Nombre total de vues : 326']";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31765912n;[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];Bibliothèque nationale de France, département Littérature et art, Z BARRES-143;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];['Appartient à l’ensemble documentaire : GTextes1', 'Avec mode texte'];bnf.fr;Bibliothèque nationale de France, département Littérature et art, Z BARRES-143;89210;text;2015-01-19 00:00:00;ark__12148_bpt6k940131h
2;1;4148f37157864cc38be4d08145f23b5d;714;Aux hurlements rythmiques , la nuit , des ma- lades se retournaient , forgerons ou laboureurs colossaux , puis marchaient vers son lit avec menaces de lui casser la gueule . On le mit enfin dans une chambre isolée, au bout de la grande, sans autre voisin qu'un Normand qu'on croyait simulateur parce qu'' il restait;paralysé;depuis deux jours du bras gaucheà la suite de la maladroite piqûred'' étherd'' un stagiaire. Et les cris habituels de Philippe se devinaient , à des heures , comme des sonneries ou des cloches .;c;Jarry_Les jours et les nuits;Les jours et les nuits : roman d'un déserteur ;Jarry, Alfred (1873-1907);''Société du ''''Mercure de France'''' (Paris)'';1897;;;monographie;2021-05-25 00:00:00;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;https://gallica.bnf.fr/ark:/12148/bpt6k9921454;"['1 vol. (279 p.) ; 19 cm', 'Nombre total de vues : 310']";fre;['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb122604662', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30647257f'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}];Bibliothèque nationale de France, département Littérature et art, 8-Y2-50871;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];['[Les jours et les nuits (français)]', 'Avec mode texte'];bnf.fr;Bibliothèque nationale de France, département Littérature et art, 8-Y2-50871;87640;text;2017-05-22 00:00:00;ark__12148_bpt6k9921454
1;1;c6c23bf35ed04db0aeb1c9553aa76395;718;Elle avait de temps à autre des éclats de nerfs , des sanglots , ses méchancetés , comme elle disait , mais fort rares , et André pensait que , malgré tout , elle ne supposait pas possible qu'ils se quittassent . Elle lui faisait remarquer, elle-même, sa douceur, sa résignation et s'étonnait d'avoir ainsi changée'' J'ai été comme cela, lui disait-elle, quand j'étais petite fille, et qu'à la auite d'une secouMe de maladie nerveuse tout un côté de ma figure fut;paralysé;. Jusqu'alors j'avais été avec tout le monde arrogante et cherchant à blesser , mais je me dit <x Main-' < '' tenant que je suis laide , il faut que '' je devienne douce et me fasse aimer .;c;Barrès_L'ennemi des lois (Ed. définitive);L'ennemi des lois (Ed. définitive) ;Barrès, Maurice (1862-1923);(Paris);1927;80;840;monographie;2019-07-20 00:00:00;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;https://gallica.bnf.fr/ark:/12148/bpt6k81228s;"['VI-261 p. ; 19 cm', 'Nombre total de vues : 280']";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31766175k;[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];Bibliothèque nationale de France, département Littérature et art, 8-Y2-72372;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];Contient une table des matières;bnf.fr;Bibliothèque nationale de France, département Littérature et art, 8-Y2-72372;94960;text;2007-10-15 00:00:00;ark__12148_bpt6k81228s
4;1;2c369c1e57b646faaa7618782bdf14a4;740;Elle a été atteinte vendredi d' une pneumonie sénile . La;paralysie;des intestins s' est produite presque aussitôt, Thérèse, qui supporte mal l' insomnie, est très fatiguée. Et la mère Séraphine , les mains dans ses manches , me fit un imperceptible signe de tête .;c;France_La vie en fleur ;La vie en fleur ;France, Anatole (1844-1924);Calmann-Lévy (Paris);1925;80;800;monographie;2018-04-26 00:00:00;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;https://gallica.bnf.fr/ark:/12148/bpt6k8630149g;"['II-352 p. ; in-16', 'Nombre total de vues : 370']";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32124044t;[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];Bibliothèque nationale de France, département Littérature et art, 8-Y2-25251;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];['Contient une table des matières', 'Avec mode texte'];bnf.fr;Bibliothèque nationale de France, département Littérature et art, 8-Y2-25251;99940;text;2016-01-04 00:00:00;ark__12148_bpt6k8630149g
