GUID;SatzID;Pre;Match;Post;figuratif (f) ou concret (c);Dateiname;Ark;dc:title;dc:creator;dc:publisher;dc:date;dc:format;dc:language;dc:type;sdewey;dewey;setSpec;dc:description;dc:source;dc:relation;dc:rights;dc:identifier;datestamp;@xmlns:dc;@xmlns:oai_dc;@xmlns:xsi;@xsi:schemaLocation;provenance;typedoc;nqamoyen;mode_indexation;first_indexation_date
465ffaeee6224f3e9c1bece414329b5b;830;Du moment que la mère de Gustave ne voulait plus entendre parler d'un vieil ami comme le docteur Silvy , cela depuis trois semaines , elle croyait comprendre . En effet, pendant que la mère de Marthe redescendait les cinq étages, madame Honorat se frottait les mains, de son mieux, ses mains de;paralytique;. De son fauteuil , roulé sans bruit derrière la porte , c'était pendant cette manœuvre que madame Meuriot avait dû faire antichambre , elle venait de savourer une série de petites jouissances exquises tr aiter brusquement une intime comme une étrangère , lui faire croquer le marmot , la bafouer en finissant par ne pas la recevoir .;c;Alexis_Madame Meuriot : moeurs parisiennes;ark__12148_bpt6k68786m;Madame Meuriot : moeurs parisiennes ;Alexis, Paul (1847-1901);Paris;1891;"462 p. ; in-12, Nombre total de vues :  472";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:corpus:Pam1', 'gallica:theme:8:84', 'gallica:typedoc:monographies'];Appartient à l’ensemble documentaire : Pam1;Bibliothèque nationale de France, département Littérature et art, 8-Y2-44381;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30009995j;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k68786m;2019-07-19;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9586;text;2007-10-14 22:00:00
465ffaeee6224f3e9c1bece414329b5b;1512;Murard '' En retard , lui , l'exactitude en personne , régulier comme un métronome depuis vingt-cinq ans , ça ne lui était jamais arrivé . Et la;paralytique;'' Oh! je vais 'joliment le taquiner lorsqu'il sera ici !;c;Alexis_Madame Meuriot : moeurs parisiennes;ark__12148_bpt6k68786m;Madame Meuriot : moeurs parisiennes ;Alexis, Paul (1847-1901);Paris;1891;"462 p. ; in-12, Nombre total de vues :  472";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:corpus:Pam1', 'gallica:theme:8:84', 'gallica:typedoc:monographies'];Appartient à l’ensemble documentaire : Pam1;Bibliothèque nationale de France, département Littérature et art, 8-Y2-44381;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30009995j;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k68786m;2019-07-19;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9586;text;2007-10-14 22:00:00
465ffaeee6224f3e9c1bece414329b5b;2095;"< n fois , monté chez les Honorât avec sa fille et m ; '' ! < moiselle Cordhomme, la";paralytique;, radieuse,! eut donna à peine le temps de s'asseoir .;c;Alexis_Madame Meuriot : moeurs parisiennes;ark__12148_bpt6k68786m;Madame Meuriot : moeurs parisiennes ;Alexis, Paul (1847-1901);Paris;1891;"462 p. ; in-12, Nombre total de vues :  472";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:corpus:Pam1', 'gallica:theme:8:84', 'gallica:typedoc:monographies'];Appartient à l’ensemble documentaire : Pam1;Bibliothèque nationale de France, département Littérature et art, 8-Y2-44381;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30009995j;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k68786m;2019-07-19;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9586;text;2007-10-14 22:00:00
465ffaeee6224f3e9c1bece414329b5b;2076;elle vivrait encore ! A la nn, les soupirsà fotutm t'&me poussés par la;paralytique;, regrettaient ~n'' tant que la morte, Marthe et sa dot. Marthe , le soir même des obsèques , en préM'ncu de son père , signifia au docteur Silvy que , d'un !;c;Alexis_Madame Meuriot : moeurs parisiennes;ark__12148_bpt6k68786m;Madame Meuriot : moeurs parisiennes ;Alexis, Paul (1847-1901);Paris;1891;"462 p. ; in-12, Nombre total de vues :  472";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:corpus:Pam1', 'gallica:theme:8:84', 'gallica:typedoc:monographies'];Appartient à l’ensemble documentaire : Pam1;Bibliothèque nationale de France, département Littérature et art, 8-Y2-44381;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30009995j;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k68786m;2019-07-19;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9586;text;2007-10-14 22:00:00
465ffaeee6224f3e9c1bece414329b5b;2133;Gustave et sa femme montent la voir , peut-être deux fois l'an . Complètement;paralysée;, elle ne quitte plus son lit. Seulement , le samedi , bien que personne jamais ne vienne , elle a conservé l'habitude de mettre Rosalie sur les dents .;c;Alexis_Madame Meuriot : moeurs parisiennes;ark__12148_bpt6k68786m;Madame Meuriot : moeurs parisiennes ;Alexis, Paul (1847-1901);Paris;1891;"462 p. ; in-12, Nombre total de vues :  472";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:corpus:Pam1', 'gallica:theme:8:84', 'gallica:typedoc:monographies'];Appartient à l’ensemble documentaire : Pam1;Bibliothèque nationale de France, département Littérature et art, 8-Y2-44381;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30009995j;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k68786m;2019-07-19;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9586;text;2007-10-14 22:00:00
465ffaeee6224f3e9c1bece414329b5b;186;De ses ! Muns raidies et mali3, droites, aux doigts déjà morts, la;paralytique;était arrivéeà mettre la main de Marthe dans celle de Gustave. Et Marthe <c laissait faire , rougissait un peu , consentait .;c;Alexis_Madame Meuriot : moeurs parisiennes;ark__12148_bpt6k68786m;Madame Meuriot : moeurs parisiennes ;Alexis, Paul (1847-1901);Paris;1891;"462 p. ; in-12, Nombre total de vues :  472";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:corpus:Pam1', 'gallica:theme:8:84', 'gallica:typedoc:monographies'];Appartient à l’ensemble documentaire : Pam1;Bibliothèque nationale de France, département Littérature et art, 8-Y2-44381;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30009995j;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k68786m;2019-07-19;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9586;text;2007-10-14 22:00:00
465ffaeee6224f3e9c1bece414329b5b;1137;Aigueperse semblait mélancolique elle voulut savoir . Ce milieu;paralysait;le poète, le mettait hors de lui. Ici , chaque fois , je m'ennuie et tout m'irrite .;f;Alexis_Madame Meuriot : moeurs parisiennes;ark__12148_bpt6k68786m;Madame Meuriot : moeurs parisiennes ;Alexis, Paul (1847-1901);Paris;1891;"462 p. ; in-12, Nombre total de vues :  472";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:corpus:Pam1', 'gallica:theme:8:84', 'gallica:typedoc:monographies'];Appartient à l’ensemble documentaire : Pam1;Bibliothèque nationale de France, département Littérature et art, 8-Y2-44381;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30009995j;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k68786m;2019-07-19;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9586;text;2007-10-14 22:00:00
465ffaeee6224f3e9c1bece414329b5b;1612;"Il venait maintenant chaque jour rexaTHmer , très à fond , en variant ses heures afin de modifier et d'étendre le champ de ses observations ; et il devint , une après-midi , subitement très soucieux , en constatant un commencement d'œdeme au visage , peu sensible encore , mais un indice certain que la circulation du sang se faisait plus mal . Et cette désorganisation physique de madame Meuriot,a marche lente, sourde, mais continue et sûre, avait un retentissement dans son être entier, modifiaità chaque heure son moral, exaltait puis";paralysait;ses facultés, se répercutait dans'' son âme'' où ne circulait aussi plus l'amour de Gustave, où déjà la passion,'' ce cœur de son cœur'', désapprenait de battre. Ainsi , elle mourait en détail .;f;Alexis_Madame Meuriot : moeurs parisiennes;ark__12148_bpt6k68786m;Madame Meuriot : moeurs parisiennes ;Alexis, Paul (1847-1901);Paris;1891;"462 p. ; in-12, Nombre total de vues :  472";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:corpus:Pam1', 'gallica:theme:8:84', 'gallica:typedoc:monographies'];Appartient à l’ensemble documentaire : Pam1;Bibliothèque nationale de France, département Littérature et art, 8-Y2-44381;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30009995j;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k68786m;2019-07-19;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9586;text;2007-10-14 22:00:00
465ffaeee6224f3e9c1bece414329b5b;1088;Quoi !;paralysée;par un sentiment de délicatesse'' Ça lui ferait trop de peine de savoir que je viens d'être témoin. '' elle ne se jetait pa$ dans les bras d'Éva de Pommeuse !;f;Alexis_Madame Meuriot : moeurs parisiennes;ark__12148_bpt6k68786m;Madame Meuriot : moeurs parisiennes ;Alexis, Paul (1847-1901);Paris;1891;"462 p. ; in-12, Nombre total de vues :  472";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:corpus:Pam1', 'gallica:theme:8:84', 'gallica:typedoc:monographies'];Appartient à l’ensemble documentaire : Pam1;Bibliothèque nationale de France, département Littérature et art, 8-Y2-44381;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30009995j;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k68786m;2019-07-19;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9586;text;2007-10-14 22:00:00
b15593101d60475f988c592e92f25ecf;268;probablement des boulangers obligés , de se lever au milieu de la nuit pour leur travail . '' Et, anéantie,;paralysée;, je me blottissais sous. j les couvertures , craignant une descente .;f;"Alexis_Trente romans ; Le coeur";ark__12148_bpt6k82608h;"Trente romans ; Le coeur ; La chair ; L'esprit ";Alexis, Paul (1847-1901);G. Charpentier et E. Fasquelle (Paris);1895;"332 p. ; in-12, Nombre total de vues :  342";fre;[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];Contient une table des matières;Bibliothèque nationale de France, département Littérature et art, 8-Y2-49138;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30009998k;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k82608h;2022-06-22;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;0;;2007-10-14 22:00:00
e8d58c483408465ba44cc4d980942d49;1555;Parfaitement , c'est un cas très curieux d'aphasie . Jumet fut soumisà la visite de tous les gros bonnets de la médecine militaire, qui furent unanimesà reconnattre l'aphasie, avec un commencement de;paralysie;. Et le clairon Jumet fut réformé à la première inspection générale .;c;Allais_A se tordre : histoires;ark__12148_bpt6k691250;A se tordre : histoires chatnoiresques ;Allais, Alphonse (1854-1905);Paris;1891;"1 vol. (303 p.) ; in-18, Nombre total de vues :  311";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];['Appartient à l’ensemble documentaire : GTextes1', 'Contient une table des matières'];Bibliothèque nationale de France, département Littérature et art, 8-Y2-45112;"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30010860n"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30010860n']";[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k691250;2019-07-19;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;8648;text;2007-10-14 22:00:00
aa6dd3d5589b4b48b57f1dc7cc69e3a5;2005;A mon tour , et avec une habileté diabolique , je m'enquis de la santé des siens . Toute sa familley passa une tante catarrheuse, un père;paralytique;, une belle-sœur poussive, etc. Et vous allez sans doute à Evreux ?;c;Allais_Deux et deux font cinq;ark__12148_bpt6k913257;Deux et deux font cinq (2 + 2 = 5) : (oeuvres anthumes) ;Allais, Alphonse (1854-1905);Paris;1895;"1 vol. (343 p.) ; in-18, Nombre total de vues :  352";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];Contient une table des matières;Bibliothèque nationale de France, département Littérature et art, 8-Y2-49605;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb300108641;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k913257;2019-07-19;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9289;text;2007-10-14 22:00:00
7be696e4cf8544dea653844df3fb29d3;368;"Nous nous approchâmes . – Le véhicule paupéromobile ne se distingue,à vrai dire, nullement de ces fauteuils roulants au sein desquels on;( '>),1 transporte vieillards,";paralytiques;ou autres. L'inventeur se contenta d'y adjoindre une pancarte et un distributeur automatique .;c;Allais_Ne nous frappons pas;ark__12148_bpt6k113286w;Ne nous frappons pas ;Allais, Alphonse (1854-1905);Paris;1900;"1 vol. (335 p.) ; in-18, Nombre total de vues :  342";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];;Bibliothèque nationale de France, département Littérature et art, 8-Y2-52208;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb317112748;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k113286w;2019-07-20;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;571;text;2008-03-11 23:00:00
6df0d293e36b4abfa02bcfef5de671cd;2781;le déjeuner , café compris ) , un byrrh pour les personnes qui mangent à la carte . Le byrrh des prix fixe, comme il l'ap¬ pelle, est un breuvage pas désagréable au goût, mais composé de substances qui;paralysent;les muqueuses de l'estomac et ont raison des appétits les plus farouches. — Vous comprenez , explique-t-il paternellement , pour 3 fr .;f;Allais_Rose et vert-pomme : (oeuvres;ark__12148_bpt6k113290z;Rose et vert-pomme : (oeuvres anthumes) ;Allais, Alphonse (1854-1905);Paris;1894;"1 vol. (330 p.) ; in-18, Nombre total de vues :  337";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];Avec mode texte;Bibliothèque nationale de France, département Littérature et art, 8-Y2-48900;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30010869r;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k113290z;2019-07-19;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9492;text;2008-03-11 23:00:00
6df0d293e36b4abfa02bcfef5de671cd;1618;. un escargot;paralytique;comme ce gars-là! Lambineau , auquel furent rapportés ces discourtois propos , jura de se venger , un jour ou l'autre .;f;Allais_Rose et vert-pomme : (oeuvres;ark__12148_bpt6k113290z;Rose et vert-pomme : (oeuvres anthumes) ;Allais, Alphonse (1854-1905);Paris;1894;"1 vol. (330 p.) ; in-18, Nombre total de vues :  337";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];Avec mode texte;Bibliothèque nationale de France, département Littérature et art, 8-Y2-48900;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30010869r;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k113290z;2019-07-19;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9492;text;2008-03-11 23:00:00
c2ad165044f94f75b657cf7676cb4916;1755;Retire-toi souvent dans le dernier sanctuaire de ton intime conscience , rentre dans ta ponctualité d '' atome pour t '' affranchir de l '' espace , du temps , de la matière , des tentations , de la dispersion , pour échapper à tes organes , à ta propre vie , c '' est-à-dire meurs souvent , et interroge-toi en face de cette mort , comme préparation à la dernière mort . Celui qui peut sans frémir envisager cécité, surdité,;paralysie;, maladie, trahison, misère, —celui qui peut, sans trembler, comparaître en face de la Justice souveraine, celui-là seul peut se dire préparéà la mort partielle ou totale. Combien j '' en suis loin , et que mon cœur est loin de ce stoïcisme !;c;Amiel_Fragments d'un journal intime. Tome;ark__12148_bpt6k30709597;Fragments d'un journal intime. Tome 1 ;Amiel, Henri-Frédéric (1821-1881);['Editions Georg et Cie (Genève)', 'Editions G. Crès et Cie (Paris)'];1922;"3 vol. (LXI-336, 342, 463 p.) : ill. ; in-8, Nombre total de vues :  429";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];['[Journal intime (français). Extrait]', 'Collection : Collection helvétique', 'Collection : Collection helvétique', 'Avec mode texte'];Bibliothèque nationale de France;"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31717090d"", 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb13507206r', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31717090d']";[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k30709597;2019-10-28;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;8902;text;2019-09-09 22:00:00
c2ad165044f94f75b657cf7676cb4916;2924;"Que l '' hirondelle qui traverse tout l '' Ancien Monde et dont la sphère de vie embrasse l '' Afrique et l '' Europe , trouverait étouffant le cercle où se confinent la taupe et la fourmi ! J'éprouve pareillement une sorted'' asthme etd'' asphyxie avec le volume de Biran; et aussi comme toujours la";paralysie;par assimilation et la fascination par sympathie. J '' ai compassion et j '' ai peur de ma pitié : car je sens combien je suis près des mêmes maux et des mêmes fautes .;f;Amiel_Fragments d'un journal intime. Tome;ark__12148_bpt6k30709597;Fragments d'un journal intime. Tome 1 ;Amiel, Henri-Frédéric (1821-1881);['Editions Georg et Cie (Genève)', 'Editions G. Crès et Cie (Paris)'];1922;"3 vol. (LXI-336, 342, 463 p.) : ill. ; in-8, Nombre total de vues :  429";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];['[Journal intime (français). Extrait]', 'Collection : Collection helvétique', 'Collection : Collection helvétique', 'Avec mode texte'];Bibliothèque nationale de France;"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31717090d"", 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb13507206r', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31717090d']";[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k30709597;2019-10-28;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;8902;text;2019-09-09 22:00:00
c2ad165044f94f75b657cf7676cb4916;623;C '' est toujours une force contrariée dans son expansion et qui se retourne sur l '' être d '' imagination , de pensée et de désirs , pour le tourmenter , le fouailler ou le ronger cruellement . Les premières manifestations et certains désordres de la puberté avaient remplid'' étonnement, puisd'' appréhension,l'' auteur du premier Journal, ce jeune homme de dix-huit ans, ardent, pur et vrai, jusqu''à troubler sa vision et;paralyser;sa volonté. Ce mal secret n '' a jamais connu ni de longs répits ni de complète guérison .;f;Amiel_Fragments d'un journal intime. Tome;ark__12148_bpt6k30709597;Fragments d'un journal intime. Tome 1 ;Amiel, Henri-Frédéric (1821-1881);['Editions Georg et Cie (Genève)', 'Editions G. Crès et Cie (Paris)'];1922;"3 vol. (LXI-336, 342, 463 p.) : ill. ; in-8, Nombre total de vues :  429";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];['[Journal intime (français). Extrait]', 'Collection : Collection helvétique', 'Collection : Collection helvétique', 'Avec mode texte'];Bibliothèque nationale de France;"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31717090d"", 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb13507206r', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31717090d']";[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k30709597;2019-10-28;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;8902;text;2019-09-09 22:00:00
