GUID;SatzID;Pre;Match;Post;figuré (f) ou concret (c);Dateiname;ark;dc:identifier;dc:title;dc:creator;dc:publisher;dc:date;dc:format;dc:language;dc:relation;dc:source;dc:description;provenance;sdewey;dewey;typedoc;nqamoyen;first_indexation_date_;dc:rights
655869436c0645ddb4ae58f3a312ef5b;260;Car Maurice n'a pas plus tôt touché terre qu'il rebondit et fait un bond magistral . Le chauffeur, abrutià la vue de ce mystère, s'enfuit, et les canards,;paralysés;par l'épouvante, ne peuvent articuler un son! .;f;Florian_400 coups d'un gamin de;ark__12148_bpt6k6515179z;https://gallica.bnf.fr/ark:/12148/bpt6k6515179z;400 coups d'un gamin de Paris ;Florian, Jean-Pierre Claris de (1755-1794);Tallandier (Paris);1932;"64 p. : ill., couv. ill. en coul. ; in-fol., Nombre total de vues : 76";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb43530278v;Ville de Paris / Fonds Heure joyeuse, 2013-37668;Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;99930;2013-03-26 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
68bec5e915c3480680db45d59e187a67;559;Malheureusement le malade n'observa pas à la lettre cette ordonnance . Dans le but de recouvrer l'énergie qui l'abandonnait, Voltaire suivit le conseil qui lui avait été donné quelques jours auparavant par le maréchal de Richelieu, et absorba une telle quantité d'opium que l'estomac fut atteint de;paralysie;. Le savant philosophe s'était trompé sur la dose et avait mal compris le conseil du ma- réchal .;cf;Turpin de Sansay_Voltaire : (sa vie, ses;ark__12148_bpt6k6350811v;https://gallica.bnf.fr/ark:/12148/bpt6k6350811v;Voltaire : (sa vie, ses oeuvres) ;Turpin de Sansay, Louis-Adolphe (1832-18..?), Voltaire (1694-1778), Voltaire (1694-1778);E. Dentu (Paris);1867;"1 vol. (173 p.) ; in-18, Nombre total de vues : 198";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb315068063;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LN27-22981;"''''''Comprend : Éloge de Voltaire composé par lui-même (Aux Champs-Élysées, le 30 auguste 1778) ; A messieurs de lAcadémie française'''', Avec mode texte''";bnf.fr;920;90;monographie;99960;2012-10-29 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
69aa6a13f134407c928baaa1b2b0f9a3;3314;J'y ai vu une pierre plus grosse qu'un oeuf qu'on avait tirée à un noir du pays . J'y ai vu des;paralytiques;et des goutteux très tourmentés, des épileptiques saisis de leurs accès. Les enfants et les noirs sont très sujets aux vers .;c;Bernardin de Saint-Pierre_Oeuvres de Jacques-Henri-Bernardin de Saint-Pierre;ark__12148_bpt6k58190460;https://gallica.bnf.fr/ark:/12148/bpt6k58190460;Oeuvres de Jacques-Henri-Bernardin de Saint-Pierre ;Bernardin de Saint-Pierre, Henri (1737-1814);(Paris);1836;"786 p. à 2 col. : portrait et pl. gr. ; in-4°, Nombre total de vues : 816";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31284042d;Bibliothèque nationale de France, département Littérature et art, Z-5175;Appartient à l’ensemble documentaire : HNormand1, Appartient à l’ensemble documentaire : BmLHav000, Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99980;2010-04-19 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
69aa6a13f134407c928baaa1b2b0f9a3;8101;"Les uns ont des têtes et des becs '' énormes , comme le toucan ; d'autres , de longs '' cous et de longues jambes , comme les grues , '' Ceux-ci n'ont pas de pieds , ceux-là en ont des '' centaines ; d'autres les ont défigurés par des ex '' croissances superflues , telles que les ergots ap '' pendices du porc , qui , suspendus à la distance '' de plusieurs pouces do son pied , ne peuvent ser '' vir à sa marche . Ilya des animaux qui peuvent''à peine se mouvoir, et qui sont nés";paralytiques;,'' comme le slugard ou paresseux, qui ne peut faire'' cinquante pas dans un jour, et qui jette en'' marchant des Cris lamentables. Nos cabinets '' d'histoire naturelle sont pleins de monstres , '' de corps à deux têtes , de têtes à trois yeux , de '' brebis à six pattes , etc .;cf;Bernardin de Saint-Pierre_Oeuvres de Jacques-Henri-Bernardin de Saint-Pierre;ark__12148_bpt6k58190460;https://gallica.bnf.fr/ark:/12148/bpt6k58190460;Oeuvres de Jacques-Henri-Bernardin de Saint-Pierre ;Bernardin de Saint-Pierre, Henri (1737-1814);(Paris);1836;"786 p. à 2 col. : portrait et pl. gr. ; in-4°, Nombre total de vues : 816";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31284042d;Bibliothèque nationale de France, département Littérature et art, Z-5175;Appartient à l’ensemble documentaire : HNormand1, Appartient à l’ensemble documentaire : BmLHav000, Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99980;2010-04-19 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
69aa6a13f134407c928baaa1b2b0f9a3;9530;Le slugard , ou paresseux , se trouve en Afrique , en Asie et en Amérique' . Sa lenteur n'est pas plus une;paralysie;"que la lenteur de la tortue et du limaçon; les cris qu'il jette quand on l'approche ne sont point des cris de douleur''. Mais , parmi les animaux , les uns étant destinés à parcourir la terre , d'autres à vivre à poste fixe , leurs défenses sont variées comme leurs-moeurs .";cf;Bernardin de Saint-Pierre_Oeuvres de Jacques-Henri-Bernardin de Saint-Pierre;ark__12148_bpt6k58190460;https://gallica.bnf.fr/ark:/12148/bpt6k58190460;Oeuvres de Jacques-Henri-Bernardin de Saint-Pierre ;Bernardin de Saint-Pierre, Henri (1737-1814);(Paris);1836;"786 p. à 2 col. : portrait et pl. gr. ; in-4°, Nombre total de vues : 816";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31284042d;Bibliothèque nationale de France, département Littérature et art, Z-5175;Appartient à l’ensemble documentaire : HNormand1, Appartient à l’ensemble documentaire : BmLHav000, Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99980;2010-04-19 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
69aa6a13f134407c928baaa1b2b0f9a3;12194;Cet homme , tirant un jour des armes avec un de ses camarades , qui se servait , ainsi que lui , de son épée renfermée dans le fourreau , reçut une botte dans l'angle lacrymal de l'oeil gauche , qui lui fit perdre connaissance surle-champ . Quand il eut repris ses sens( ce qui n'arriva qu'au bout de quelques heures), il se trouva entièrement;paralysé;de la jambe droite et du bras droit, sans qu'aucun remède ait jamais pu lui en rendre l'usage 36. J'observerai ici que les expériences cruelles que l'on fait chaque jour sur les bêtes , pour découvrir ces correspondances secrètes de la nature , ne font 286 ÉTUDE DIXIÈME .;c;Bernardin de Saint-Pierre_Oeuvres de Jacques-Henri-Bernardin de Saint-Pierre;ark__12148_bpt6k58190460;https://gallica.bnf.fr/ark:/12148/bpt6k58190460;Oeuvres de Jacques-Henri-Bernardin de Saint-Pierre ;Bernardin de Saint-Pierre, Henri (1737-1814);(Paris);1836;"786 p. à 2 col. : portrait et pl. gr. ; in-4°, Nombre total de vues : 816";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31284042d;Bibliothèque nationale de France, département Littérature et art, Z-5175;Appartient à l’ensemble documentaire : HNormand1, Appartient à l’ensemble documentaire : BmLHav000, Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99980;2010-04-19 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
69aa6a13f134407c928baaa1b2b0f9a3;27059;Enfin lorsque les empereurs ses successeurs , au lieu d'être modérateurs de l'empire , eurent réuni en leur personne la puissance consulaire et tribunitive l'empire tomba , parceque les deux puissances qui se balançaient , fixées à leur centre , ne lui donnaient plus de mouvement . C'est ainsi que les fonctions du corps humain sont;paralysées;lorsque le sang, au lieu de circuler dans les membres, s'arrêteà la région du coeur. Nous sommes dans une grande erreur , lorsque nous voulons , par le sentiment de notre faiblesse , donner des bases immuables à un gouvernement qui se meut toujours .;cf;Bernardin de Saint-Pierre_Oeuvres de Jacques-Henri-Bernardin de Saint-Pierre;ark__12148_bpt6k58190460;https://gallica.bnf.fr/ark:/12148/bpt6k58190460;Oeuvres de Jacques-Henri-Bernardin de Saint-Pierre ;Bernardin de Saint-Pierre, Henri (1737-1814);(Paris);1836;"786 p. à 2 col. : portrait et pl. gr. ; in-4°, Nombre total de vues : 816";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31284042d;Bibliothèque nationale de France, département Littérature et art, Z-5175;Appartient à l’ensemble documentaire : HNormand1, Appartient à l’ensemble documentaire : BmLHav000, Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99980;2010-04-19 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
69aa6a13f134407c928baaa1b2b0f9a3;30116;En donnant des raisonnements tout faits , ils ôtent la faculté de raisonner et celle d'être juste , par des jugements dictés souvent par l'esprit de parti . Ils;paralysent;à la fois les esprits et les consciences. Ceux qui les lisent habituellement s'accoutument à les regarder comme des oracles .;f;Bernardin de Saint-Pierre_Oeuvres de Jacques-Henri-Bernardin de Saint-Pierre;ark__12148_bpt6k58190460;https://gallica.bnf.fr/ark:/12148/bpt6k58190460;Oeuvres de Jacques-Henri-Bernardin de Saint-Pierre ;Bernardin de Saint-Pierre, Henri (1737-1814);(Paris);1836;"786 p. à 2 col. : portrait et pl. gr. ; in-4°, Nombre total de vues : 816";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31284042d;Bibliothèque nationale de France, département Littérature et art, Z-5175;Appartient à l’ensemble documentaire : HNormand1, Appartient à l’ensemble documentaire : BmLHav000, Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99980;2010-04-19 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
69aa6a13f134407c928baaa1b2b0f9a3;16507;'' J'avais , dans la rue de la Madeleine , un porteur d'eau auvergnat , appelé Christal , qui a nourri pendant cinq mois , gratis , un tapissier qui lui était inconnu , et qui était venu à Paris pour un procès , '' parceque , me dit-il , ce tapissier , le '' long de la route , dans la voiture publique , avait '' donné , de temps en temps , le bras à sa femme '' malade . '' Ce même homme avait un fils de dixhuit ans, né;paralytique;"et imbécile, qu'il nourrissait avec le plus tendre attachement, sans jamais avoir voulu le mettre aux Incurables, quoique des personnes qui en avaient le crédit le lui eussent offert:'' Dieu, me disait-il, me l'a donné; c'est''à moià en prendre soin. '' Je ne doute pas qu'il ne le nourrisse encore , quoiqu'il soit obligé de le faire manger lui-même , et que sa femme soit souvent malade .";c;Bernardin de Saint-Pierre_Oeuvres de Jacques-Henri-Bernardin de Saint-Pierre;ark__12148_bpt6k58190460;https://gallica.bnf.fr/ark:/12148/bpt6k58190460;Oeuvres de Jacques-Henri-Bernardin de Saint-Pierre ;Bernardin de Saint-Pierre, Henri (1737-1814);(Paris);1836;"786 p. à 2 col. : portrait et pl. gr. ; in-4°, Nombre total de vues : 816";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31284042d;Bibliothèque nationale de France, département Littérature et art, Z-5175;Appartient à l’ensemble documentaire : HNormand1, Appartient à l’ensemble documentaire : BmLHav000, Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99980;2010-04-19 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
6ba25eebfbf445c6bc9fabd798255dcb;2239;15 — 254 — Les premiers travaux de Pereire en cette partie ont eu pour objet le diagnostic de la surdité . Quantité de sourds et muets, d'idiots, d'enfants dont les fonctions de la parole sont anéanties ou suspendues par suite de convulsions, ou dont les organes de la parole sont mal conformés,;paralysés;, etc. , etc .;cf;Séguin_Jacob Rodrigues Péreire, premier instituteur;ark__12148_bpt6k57803124;https://gallica.bnf.fr/ark:/12148/bpt6k57803124;Jacob Rodrigues Péreire, premier instituteur des sourds et muets en France (1744-1780)... : notice sur sa vie et ses travaux, et analyse raisonnée de sa méthode;Séguin, Édouard (1812-1880), Buffon, Georges-Louis Leclerc comte de (1707-1788);(Paris);1847;"355 p. ; in-8, Nombre total de vues : 366";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30174312s;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LN27-16036;Comprend : Éloge de la méthode (de Jacob Rodrigues Péreire), Contient une table des matières, Avec mode texte;bnf.fr;10;0;monographie;99980;2009-11-30 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
6ba25eebfbf445c6bc9fabd798255dcb;2245;"Il établit à son usage des différences délicates quoique capitales , qui lui permirent de distinguer les sujets que son talent pouvait rendre à la société . Grâceà ces travaux préparatoires, il n'admit jamais, dans son pensionnat, d'enfants incapables de profiter de ses soins; il refusa les idiots comme étant absolument incapables d'éducation, suivant l'opinion qui régnait encore ilya quelques— 255— années; il éloigna les enfants dont les organes de la parole étaient";paralysés;, etc. , etc .;cf;Séguin_Jacob Rodrigues Péreire, premier instituteur;ark__12148_bpt6k57803124;https://gallica.bnf.fr/ark:/12148/bpt6k57803124;Jacob Rodrigues Péreire, premier instituteur des sourds et muets en France (1744-1780)... : notice sur sa vie et ses travaux, et analyse raisonnée de sa méthode;Séguin, Édouard (1812-1880), Buffon, Georges-Louis Leclerc comte de (1707-1788);(Paris);1847;"355 p. ; in-8, Nombre total de vues : 366";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30174312s;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LN27-16036;Comprend : Éloge de la méthode (de Jacob Rodrigues Péreire), Contient une table des matières, Avec mode texte;bnf.fr;10;0;monographie;99980;2009-11-30 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
6ba25eebfbf445c6bc9fabd798255dcb;2258;Quoique Pereire fût littéralement au milieu du vide , il sentit tout d'abord qu'il avait devant lui , sous la dénomination générale de sourds et muets , des individus qui différaient essentiellement et qu'il avait besoin de distinguer pour les traiter efficacement . Après avoir séparé les sourds et muets des imbécilles, des;paralysés;", il fut donc conduità caractériser les diverses sortes de sourds et muets par les différences manifestes ou obscures du désordre de leurs fonctions auditives. Ce second travail ne put être fait , dans mon opinion , que concurremment avec divers essais d'éducation ; et je pense ainsi , parce que la division des sortes de surdités donnée par Pereire se trouva être la base exacte de sa méthode d'enseignement .";c;Séguin_Jacob Rodrigues Péreire, premier instituteur;ark__12148_bpt6k57803124;https://gallica.bnf.fr/ark:/12148/bpt6k57803124;Jacob Rodrigues Péreire, premier instituteur des sourds et muets en France (1744-1780)... : notice sur sa vie et ses travaux, et analyse raisonnée de sa méthode;Séguin, Édouard (1812-1880), Buffon, Georges-Louis Leclerc comte de (1707-1788);(Paris);1847;"355 p. ; in-8, Nombre total de vues : 366";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30174312s;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LN27-16036;Comprend : Éloge de la méthode (de Jacob Rodrigues Péreire), Contient une table des matières, Avec mode texte;bnf.fr;10;0;monographie;99980;2009-11-30 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
6cd992d8384b4b1aafe86f80729fa9d4;1004;"tjojuteB ; le* ressources , de . l'imagipanon7; Mais, ^qui aurait";paralysé;, les, -moyens, d'unhpaïQiejiQrdi:- naire dpnnajtjalus. d'^essor à cethoamie .;f;Voltaire (1694-1778)_Mon séjour auprès de Voltaire;ark__12148_bpt6k58417512;https://gallica.bnf.fr/ark:/12148/bpt6k58417512;Mon séjour auprès de Voltaire et lettres inédites que m'écrivit cet homme célèbre jusqu'à la dernière année de sa vie . Par Come Alexandre Collini,... Ouvrage posthume contenant des anecdotes et des particularités peu connues sur la vie privée et sur les oeuvres du plus célèbre écrivain du 18e. siècle, augmenté de plusieurs lettres inédites de Voltaire à l'Électeur palatin, au comédien Lanoue, à Mlle. Dumesnil, et de quelques lettres de Mme Denis, sa nièce.;Voltaire (1694-1778), Denis, Louise (1712-1790), Collini, Cosimo Alessandro (1727-1806);L. Collin (Paris);1807;In-8° , XVI-373 p. (Bengesco, n 1968.), Nombre total de vues : 404;français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30258743w;Bibliothèque nationale de France, département Littérature et art, Z-15300;Comprend : Quelques lettres..., Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;82520;2010-06-28 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
77cdbe052f444a12a2daf5a568e1c218;4475;J'attends pa- tiemment quels seront les effets de cette cure . J'ai des maux de tête ils pourront se convertir en;paralysie;du bras droit. La gravelle pourra se jeter sur le bras gauche .;c;La Beaumelle_Vie de Maupertuis;ark__12148_bpt6k108346z;https://gallica.bnf.fr/ark:/12148/bpt6k108346z;Vie de Maupertuis ;"La Beaumelle, Laurent de (1727-1773), Angliviel, Maurice (1779-1876), Frédéric II (1712-1786 ; roi de Prusse), Maupertuis, Pierre-Louis Moreau de (1698-1759)";Ledoyen (Paris);1856;"XI-494 p. ; in-18, Nombre total de vues : 509";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb307027558;Bibliothèque nationale de France, département Centre technique du livre, 8-Ln27-13823;"Comprend : Lettre (de Maurice Angliviel du 5 octobre 1857) à M. Ledoyen, libraire, et à M. Ch. Meyrueis, imprimeur-libraire ; Lettres inédites / de Frédéric le Grand ; Lettres inédites / de Maupertuis";bnf.fr;520;50;monographie;99480;2007-10-15 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
77cdbe052f444a12a2daf5a568e1c218;4500;29 mai 1746 . Sire, Une obstruction changée en goutte, et un mai de tête converti en;paralysie;, seraient des preuves de l'efficace des eaux et, Dieu merci, je ne leur en crois pas tant. Je ne prends donc que comme un emblème de la vie humaine , ce que je trouve sur cela dans la lettre de V .;c;La Beaumelle_Vie de Maupertuis;ark__12148_bpt6k108346z;https://gallica.bnf.fr/ark:/12148/bpt6k108346z;Vie de Maupertuis ;"La Beaumelle, Laurent de (1727-1773), Angliviel, Maurice (1779-1876), Frédéric II (1712-1786 ; roi de Prusse), Maupertuis, Pierre-Louis Moreau de (1698-1759)";Ledoyen (Paris);1856;"XI-494 p. ; in-18, Nombre total de vues : 509";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb307027558;Bibliothèque nationale de France, département Centre technique du livre, 8-Ln27-13823;"Comprend : Lettre (de Maurice Angliviel du 5 octobre 1857) à M. Ledoyen, libraire, et à M. Ch. Meyrueis, imprimeur-libraire ; Lettres inédites / de Frédéric le Grand ; Lettres inédites / de Maupertuis";bnf.fr;520;50;monographie;99480;2007-10-15 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
788a39435a544afaa36ada585b539b8f;427;"vi . ) Je conviens avec vous que la vie est très-courte et assez malheureuse; mais il faut que je vous dise que j'ai chez moi un parent de vingt-trois ans beau, bienfait, vigoureux; et voici ce qui lui est arrive il tombe un jour de chevalà la chasse et se meurtrit un peu la cuisse, on lui fait une petite incision et le voilà";paralytique pour le reste de ses jours, non pas paralytique~d'une partie de son corps, mais paralytique;à ne pouvoir se servir d'aucun de ses membres,à ne pouvoir soulever sa tête, 'Marc,x. v , 21 .;c;Du Deffand_Correspondance complète de la Marquise;ark__12148_bpt6k206388r;https://gallica.bnf.fr/ark:/12148/bpt6k206388r;Correspondance complète de la Marquise Du Deffand avec ses amis le président Hénault, Montesquieu, d'Alembert, Voltaire, Horace Walpole : classée dans l'ordre chronologique et sans suppressions, augmentée des lettres inédites au chevalier de L'Isle, précédée d'une histoire de sa vie, de son salon, de ses amis, suivie de ses oeuvres diverses et éclairée de nombreuses notes. T. 1 ;Du Deffand, Marie (1697-1780);(Paris);1865;"2 vol. : portr., fac-sim. ; in-8, Nombre total de vues : 838";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30367190w'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30367190w']'';Bibliothèque nationale de France;Appartient à l’ensemble documentaire : GTextes1, Correspondance;bnf.fr;840;80;monographie;93130;2007-10-15 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
7a59737e29574e5b81027fa12245ea5d;365;"Il se tournait vers l'occident , image des ténèbres , pour abjurer le monde ; et vers l'orient , symbole de lumière , pour marquer son alliance avec Jésus-Christ . L'évêque faisait alors la bénédiction du bain, dont les eaux, selon saint Ambroise, indiquent les mystères de l'Ecriture: la création, le déluge, le passage de la nier Rouge, la nuée, les eaux de Mara, Naaman et le";paralytique;de la piscine. Les eaux ayant été adoucies par le signe de la croix , on y plongeait trois fois le catéchumène en l'honneur de la Trinité , et en lui enseignant que trois choses rendent témoignage dans le Baptême : l'eau , le sang et l'esprit .;cf;Chateaubriand_Beautés de Chateaubriand ou Morceaux;ark__12148_bpt6k97798141;https://gallica.bnf.fr/ark:/12148/bpt6k97798141;Beautés de Chateaubriand ou Morceaux choisis des Martyrs et du Génie du christianisme : suivis des beautés du théâtre classique français, ou Choix des passages les plus remarquables à l'usage des élèves des collèges ou lycées et des écoles ecclésiastiques de Corneille, Racine, Voltaire et Molière... ;Chateaubriand, François-René de (1768-1848), Molière (1622-1673), Racine, Jean (1639-1699), Voltaire (1694-1778);Vve J.-P. Aillaud, Guillard (Paris), N. A. Alves (Rio de Janeiro);1874;"1 vol. (356 p.) ; in-18, Nombre total de vues : 376";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb302275873;Bibliothèque nationale de France, département Littérature et art, Z-45083;"Comprend : Le Misanthrope ; Britannicus, Esther, Athalie ; Mérope, Contient une table des matières, Avec mode texte";bnf.fr;840;80;monographie;99180;2017-06-05 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
7a8f2617d9904977917d29beb7807abb;1768;"Notre Philosopher •N Croira n avoir rien ôté a d'avec ceux , même OUl l'Auteur s'est négligé sans le vouloir . , Faute de suivre cette méthode, l'imagination échauffée par quelques beautés du premier ordre dans un ouvrage monfeieux d'ailleurs, fermera bientôt les yeux sur les endroits foibles, transformera les défauts 'même eirbeautés9,& nous conduira par degrésà cet enthouiiasme froid& stupide,> qui ne, sent rien,à force d'admirer tout; et-' pece de";paralysie;de l'esprit, qui nous rend indignes& incapables de goûter les beautés réelles. Ainsi , sur une im- , pressi .;f;Gerard_Essai sur le goût ,;ark__12148_bpt6k97872544;https://gallica.bnf.fr/ark:/12148/bpt6k97872544;Essai sur le goût , par Alexandre Gérard,... Augmenté de trois dissertations sur le même sujet, par Mrs de Voltaire, d'Alembert et de Montesquieu : traduit sur la seconde édition angloise, par M. E***;Gerard, Alexander (1728-1795), Alembert, D (1717-1783), Montesquieu (1689-1755), Voltaire (1694-1778);Delalain (Paris), Vve Coignard de la Pinelle et L. Frantin (Dijon);1766;"VIII-306-4 p. ; in-8, Nombre total de vues : 330";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30498075r;Bibliothèque nationale de France, département Littérature et art, Z-27577;"''''''Comprend : Réflexions sur lusage et sur labus de la philosophie dans les matières de goût... ; Essai sur le goût... ; Essai sur le goût'''', Contient une table des matières, Avec mode texte''";bnf.fr;800;80;monographie;9500;2017-07-17 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
7f0ea234232d4002b0f45fc969a99f07;1795;Au lieu de publier par le monde que les Français sont d'indomptables guerriers , on pourrait dire : Ce sont les premiers sauteurs , bretteurs et bâtonnistes du globe , ce qui signifierait à peu près la même chose . D'avis avec le Figaro de la Folle Journée, je crois que les affaires n'ont d'importance qu'au lieu où l'on en;paralyse;le cours et où l'on en arrête l'exécution. Mais , après tout , si le monde est vraiment une machine ronde , ce n'est pas tout ce que je puis dire qui l'empêchera de tourner .;f;Rétif De La Bretonne_Le Chroniqueur populaire, épisodes de;ark__12148_bpt6k5625731h;https://gallica.bnf.fr/ark:/12148/bpt6k5625731h;Le Chroniqueur populaire, épisodes de l'armée d'Italie, par L. Rétif de La Bretonne...;Rétif De La Bretonne, Louis. ;Delacour (Vaugirard);;In-8°, Nombre total de vues : 570;français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31200540g;Bibliothèque nationale de France, département Littérature et art, Y2-76071;Avec mode texte;bnf.fr;9440;90;monographie;96620;2009-11-09 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
7f0ea234232d4002b0f45fc969a99f07;2564;"C'est ainsi que de bassesse en bassesse^ on arriva à cette déchéance que la trahison , la vénalité hâtèrent de tout leur pouvoir . On était arrivé au commencement de mars 1814; un de ces calmes qu'on redoute semblait tout";paralyser;"; le soleil s'était levé pâle, et sa course journalière avait été incertaine et lente; au moment de quitter l'horizon, on avait remarqué que de longues traces noires sillonnaient le ciel; on eût dit des lambeaux funèbres annonçant au mondé un deuil général. Pour achever ce tableau , la nuit s'était présentée avec tout l'attirail de ses rêves et de ses horreurs .";f;Rétif De La Bretonne_Le Chroniqueur populaire, épisodes de;ark__12148_bpt6k5625731h;https://gallica.bnf.fr/ark:/12148/bpt6k5625731h;Le Chroniqueur populaire, épisodes de l'armée d'Italie, par L. Rétif de La Bretonne...;Rétif De La Bretonne, Louis. ;Delacour (Vaugirard);;In-8°, Nombre total de vues : 570;français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31200540g;Bibliothèque nationale de France, département Littérature et art, Y2-76071;Avec mode texte;bnf.fr;9440;90;monographie;96620;2009-11-09 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
7f0ea234232d4002b0f45fc969a99f07;2680;"Nous aimons retracer ces fortunés instants , A nous entretenir du début de nos ans , De ces jours sillonnés de plaisirs et de larmes , Mélangés de succès , de craintes et , d'alarmes ; Nous aimons raconter nos exploits , nos revers , Et du feu qui s'éteint réchauffer nos hivers . On avait eu soin d'agglomérer les troupes françaises, d'abord pour les utiliser au besoin, ensuite pour";paralyser;leur action en cas de révolte. On comprendra l'importance de cette mesure , si l'on réfléchit que , parmi les vieux serviteurs de la République et de l'Empire , il y avait encore des hommes d'énergie excessivement chatouilleux , et ne sachant pas reculer en présence du danger .;f;Rétif De La Bretonne_Le Chroniqueur populaire, épisodes de;ark__12148_bpt6k5625731h;https://gallica.bnf.fr/ark:/12148/bpt6k5625731h;Le Chroniqueur populaire, épisodes de l'armée d'Italie, par L. Rétif de La Bretonne...;Rétif De La Bretonne, Louis. ;Delacour (Vaugirard);;In-8°, Nombre total de vues : 570;français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31200540g;Bibliothèque nationale de France, département Littérature et art, Y2-76071;Avec mode texte;bnf.fr;9440;90;monographie;96620;2009-11-09 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
